payment_id,customer_id,amount,currency,sender_name,trace_id,remittance_raw,payment_date
PAY-INV-CUST-1000-0019-S2,CUST-1000,2761.15,USD,Compute Cloud,TR-416221,Partial payment 3/4 for INV-CUST-1000-0019,2024-06-04
PAY-INV-CUST-1000-0019-S3,CUST-1000,1038.37,USD,Compute Cloud,TR-716760,Partial payment 4/4 for INV-CUST-1000-0019,2024-06-05
PAY-ERR-CUST-1000-29,CUST-1000,279.97,USD,Unknown Entity,TR-ERR-531465,Zyxel maintenance fee,2024-02-15
PAY-ERR-CUST-1000-30,CUST-1000,386.1,USD,Unknown Entity,TR-ERR-438824,Zyxel maintenance fee,2024-02-15
PAY-ERR-CUST-1000-31,CUST-1000,469.73,USD,Unknown Entity,TR-ERR-330388,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1000-0023,CUST-1000,5224.43,USD,Enterprise SaaS,TR-977144,Full payment for INV-CUST-1000-0023,2024-03-31
PAY-INV-CUST-1000-0024,CUST-1000,8145.46,USD,Steel Fab Inc,TR-346332,Full payment for INV-CUST-1000-0024,2024-06-25
PAY-INV-CUST-1000-0025,CUST-1000,1726.54,USD,Global Logistics,TR-545147,Full payment for INV-CUST-1000-0025,2024-05-25
PAY-ERR-CUST-1000-35,CUST-1000,135.28,USD,Unknown Entity,TR-ERR-542323,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1000-0027,CUST-1000,9196.65,USD,Compute Cloud,TR-316291,Full payment for INV-CUST-1000-0027,2024-06-20
PAY-INV-CUST-1000-0028,CUST-1000,2040.22,USD,Global Logistics,TR-134408,Full payment for INV-CUST-1000-0028,2024-03-27
PAY-INV-CUST-1000-0029,CUST-1000,3699.53,USD,Global Logistics,TR-196528,Full payment for INV-CUST-1000-0029,2024-01-27
PAY-ERR-CUST-1000-39,CUST-1000,435.11,USD,Unknown Entity,TR-ERR-173767,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1000-0031,CUST-1000,4882.55,USD,Office Supply Co,TR-460561,Full payment for INV-CUST-1000-0031,2024-06-30
PAY-INV-CUST-1000-0032,CUST-1000,8639.24,USD,Global Logistics,TR-110040,Full payment for INV-CUST-1000-0032,2024-05-16
PAY-INV-CUST-1000-0033,CUST-1000,2016.93,USD,Compute Cloud,TR-666896,Full payment for INV-CUST-1000-0033,2024-03-23
PAY-INV-CUST-1000-0034-S0,CUST-1000,105.45,USD,Global Logistics,TR-105472,Partial payment 1/4 for INV-CUST-1000-0034,2024-02-19
PAY-INV-CUST-1000-0034-S1,CUST-1000,388.92,USD,Global Logistics,TR-697919,Partial payment 2/4 for INV-CUST-1000-0034,2024-02-15
PAY-INV-CUST-1000-0034-S2,CUST-1000,161.56,USD,Global Logistics,TR-829088,Partial payment 3/4 for INV-CUST-1000-0034,2024-02-02
PAY-INV-CUST-1000-0034-S3,CUST-1000,485.58,USD,Global Logistics,TR-439315,Partial payment 4/4 for INV-CUST-1000-0034,2024-02-09
PAY-INV-CUST-1000-0035,CUST-1000,9466.05,USD,Steel Fab Inc,TR-104919,Full payment for INV-CUST-1000-0035,2024-05-31
PAY-ERR-CUST-1000-48,CUST-1000,116.39,USD,Unknown Entity,TR-ERR-303455,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1000-0037,CUST-1000,6073.41,USD,Steel Fab Inc,TR-464270,Full payment for INV-CUST-1000-0037,2024-03-11
PAY-INV-CUST-1000-0038,CUST-1000,7127.22,USD,Global Logistics,TR-561807,Full payment for INV-CUST-1000-0038,2024-04-09
PAY-INV-CUST-1000-0039,CUST-1000,1113.73,USD,Steel Fab Inc,TR-584059,Full payment for INV-CUST-1000-0039,2024-05-24
PAY-ERR-CUST-1001-52,CUST-1001,366.48,USD,Unknown Entity,TR-ERR-586130,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1001-0001,CUST-1001,9399.27,USD,Global Logistics,TR-868678,Full payment for INV-CUST-1001-0001,2024-05-27
PAY-ERR-CUST-1001-54,CUST-1001,397.32,USD,Unknown Entity,TR-ERR-717765,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1001-0003,CUST-1001,3097.84,USD,Steel Fab Inc,TR-175502,Full payment for INV-CUST-1001-0003,2024-04-14
PAY-INV-CUST-1001-0004,CUST-1001,3478.91,USD,Steel Fab Inc,TR-166903,Full payment for INV-CUST-1001-0004,2024-04-08
PAY-INV-CUST-1001-0005,CUST-1001,8245.46,USD,Compute Cloud,TR-180312,Full payment for INV-CUST-1001-0005,2024-06-19
PAY-INV-CUST-1001-0006,CUST-1001,3071.5,USD,Enterprise SaaS,TR-491128,Full payment for INV-CUST-1001-0006,2024-06-11
PAY-INV-CUST-1001-0008,CUST-1001,8218.07,USD,Enterprise SaaS,TR-157545,Full payment for INV-CUST-1001-0008,2024-01-28
PAY-INV-CUST-1001-0009,CUST-1001,1343.74,USD,Global Logistics,TR-972378,Full payment for INV-CUST-1001-0009,2024-01-24
PAY-ERR-CUST-1001-61,CUST-1001,456.27,USD,Unknown Entity,TR-ERR-515467,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1001-0011,CUST-1001,4428.7,USD,Global Logistics,TR-636491,Full payment for INV-CUST-1001-0011,2024-05-01
PAY-INV-CUST-1001-0012,CUST-1001,4388.6,USD,Steel Fab Inc,TR-284689,Full payment for INV-CUST-1001-0012,2024-04-01
PAY-ERR-CUST-1001-64,CUST-1001,445.05,USD,Unknown Entity,TR-ERR-821332,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1001-0014-S0,CUST-1001,1943.0,USD,Enterprise SaaS,TR-651641,Partial payment 1/4 for INV-CUST-1001-0014,2024-02-29
PAY-INV-CUST-1001-0014-S1,CUST-1001,545.52,USD,Enterprise SaaS,TR-627717,Partial payment 2/4 for INV-CUST-1001-0014,2024-02-22
PAY-INV-CUST-1001-0014-S2,CUST-1001,1583.8,USD,Enterprise SaaS,TR-324081,Partial payment 3/4 for INV-CUST-1001-0014,2024-02-28
PAY-INV-CUST-1001-0014-S3,CUST-1001,240.67,USD,Enterprise SaaS,TR-348450,Partial payment 4/4 for INV-CUST-1001-0014,2024-02-17
PAY-INV-CUST-1001-0015,CUST-1001,2817.28,USD,Steel Fab Inc,TR-861686,Full payment for INV-CUST-1001-0015,2024-02-26
PAY-INV-CUST-1001-0016,CUST-1001,7031.07,USD,Enterprise SaaS,TR-347686,Full payment for INV-CUST-1001-0016,2024-02-27
PAY-INV-CUST-1001-0017,CUST-1001,1327.72,USD,Enterprise SaaS,TR-511410,Full payment for INV-CUST-1001-0017,2024-02-07
PAY-INV-CUST-1001-0018,CUST-1001,7661.9,USD,Global Logistics,TR-375428,Full payment for INV-CUST-1001-0018,2024-07-02
PAY-INV-CUST-1001-0019-S0,CUST-1001,1761.33,USD,Steel Fab Inc,TR-566332,Partial payment 1/4 for INV-CUST-1001-0019,2024-05-21
PAY-INV-CUST-1001-0019-S1,CUST-1001,664.42,USD,Steel Fab Inc,TR-866191,Partial payment 2/4 for INV-CUST-1001-0019,2024-05-22
PAY-INV-CUST-1001-0019-S2,CUST-1001,1532.73,USD,Steel Fab Inc,TR-712086,Partial payment 3/4 for INV-CUST-1001-0019,2024-04-27
PAY-INV-CUST-1001-0019-S3,CUST-1001,2436.69,USD,Steel Fab Inc,TR-280293,Partial payment 4/4 for INV-CUST-1001-0019,2024-05-08
PAY-INV-CUST-1001-0020,CUST-1001,729.71,USD,Global Logistics,TR-656140,Full payment for INV-CUST-1001-0020,2024-06-21
PAY-INV-CUST-1001-0021,CUST-1001,5058.14,USD,Office Supply Co,TR-711798,Full payment for INV-CUST-1001-0021,2024-02-25
PAY-INV-CUST-1001-0022-S0,CUST-1001,1750.15,USD,Global Logistics,TR-900520,Partial payment 1/3 for INV-CUST-1001-0022,2024-02-28
PAY-INV-CUST-1001-0022-S1,CUST-1001,1635.87,USD,Global Logistics,TR-376935,Partial payment 2/3 for INV-CUST-1001-0022,2024-02-16
PAY-INV-CUST-1001-0022-S2,CUST-1001,2001.52,USD,Global Logistics,TR-106991,Partial payment 3/3 for INV-CUST-1001-0022,2024-02-16
PAY-ERR-CUST-1001-82,CUST-1001,330.16,USD,Unknown Entity,TR-ERR-762370,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1001-0024,CUST-1001,3594.95,USD,Global Logistics,TR-451384,Full payment for INV-CUST-1001-0024,2024-05-24
PAY-INV-CUST-1001-0025,CUST-1001,5867.54,USD,Office Supply Co,TR-608062,Full payment for INV-CUST-1001-0025,2024-05-16
PAY-INV-CUST-1001-0026,CUST-1001,3819.13,USD,Enterprise SaaS,TR-103857,Full payment for INV-CUST-1001-0026,2024-06-02
PAY-INV-CUST-1001-0027-S0,CUST-1001,2010.13,USD,Steel Fab Inc,TR-317270,Partial payment 1/3 for INV-CUST-1001-0027,2024-06-08
PAY-INV-CUST-1001-0027-S1,CUST-1001,579.43,USD,Steel Fab Inc,TR-182745,Partial payment 2/3 for INV-CUST-1001-0027,2024-06-20
PAY-INV-CUST-1001-0027-S2,CUST-1001,3014.34,USD,Steel Fab Inc,TR-160066,Partial payment 3/3 for INV-CUST-1001-0027,2024-05-27
PAY-INV-CUST-1001-0028,CUST-1001,9839.55,USD,Global Logistics,TR-642951,Full payment for INV-CUST-1001-0028,2024-04-30
PAY-INV-CUST-1001-0029,CUST-1001,8773.76,USD,Enterprise SaaS,TR-404934,Full payment for INV-CUST-1001-0029,2024-05-13
PAY-INV-CUST-1001-0030,CUST-1001,3622.56,USD,Steel Fab Inc,TR-152517,Full payment for INV-CUST-1001-0030,2024-06-23
PAY-INV-CUST-1001-0031-S0,CUST-1001,1395.09,USD,Global Logistics,TR-541705,Partial payment 1/4 for INV-CUST-1001-0031,2024-05-10
PAY-INV-CUST-1001-0031-S1,CUST-1001,4637.61,USD,Global Logistics,TR-347672,Partial payment 2/4 for INV-CUST-1001-0031,2024-04-16
PAY-INV-CUST-1001-0031-S2,CUST-1001,1327.42,USD,Global Logistics,TR-302693,Partial payment 3/4 for INV-CUST-1001-0031,2024-04-30
PAY-INV-CUST-1001-0031-S3,CUST-1001,413.65,USD,Global Logistics,TR-523359,Partial payment 4/4 for INV-CUST-1001-0031,2024-04-29
PAY-INV-CUST-1001-0032,CUST-1001,3148.58,USD,Office Supply Co,TR-598717,Full payment for INV-CUST-1001-0032,2024-04-16
PAY-INV-CUST-1001-0033,CUST-1001,6392.77,USD,Enterprise SaaS,TR-415228,Full payment for INV-CUST-1001-0033,2024-02-27
PAY-INV-CUST-1001-0034,CUST-1001,9586.69,USD,Office Supply Co,TR-556219,Full payment for INV-CUST-1001-0034,2024-04-02
PAY-INV-CUST-1001-0035,CUST-1001,4665.64,USD,Enterprise SaaS,TR-743273,Full payment for INV-CUST-1001-0035,2024-03-14
PAY-INV-CUST-1001-0036,CUST-1001,7630.59,USD,Office Supply Co,TR-110469,Full payment for INV-CUST-1001-0036,2024-04-28
PAY-INV-CUST-1001-0039,CUST-1001,6976.92,USD,Enterprise SaaS,TR-488699,Full payment for INV-CUST-1001-0039,2024-06-23
PAY-INV-CUST-1002-0000,CUST-1002,4887.64,USD,Steel Fab Inc,TR-586415,Full payment for INV-CUST-1002-0000,2024-01-10
PAY-INV-CUST-1002-0001,CUST-1002,7145.46,USD,Enterprise SaaS,TR-472463,Full payment for INV-CUST-1002-0001,2024-05-02
PAY-INV-CUST-1002-0002,CUST-1002,3308.08,USD,Office Supply Co,TR-951607,Full payment for INV-CUST-1002-0002,2024-02-16
PAY-INV-CUST-1002-0003-S0,CUST-1002,3439.85,USD,Enterprise SaaS,TR-203112,Partial payment 1/4 for INV-CUST-1002-0003,2024-06-27
PAY-INV-CUST-1002-0003-S1,CUST-1002,2884.59,USD,Enterprise SaaS,TR-417931,Partial payment 2/4 for INV-CUST-1002-0003,2024-06-21
PAY-INV-CUST-1002-0003-S2,CUST-1002,1155.88,USD,Enterprise SaaS,TR-125034,Partial payment 3/4 for INV-CUST-1002-0003,2024-06-20
PAY-INV-CUST-1002-0003-S3,CUST-1002,1883.57,USD,Enterprise SaaS,TR-408311,Partial payment 4/4 for INV-CUST-1002-0003,2024-07-05
PAY-INV-CUST-1002-0004-S0,CUST-1002,1338.56,USD,Compute Cloud,TR-126645,Partial payment 1/2 for INV-CUST-1002-0004,2024-01-31
PAY-INV-CUST-1002-0004-S1,CUST-1002,2071.0,USD,Compute Cloud,TR-413745,Partial payment 2/2 for INV-CUST-1002-0004,2024-01-07
PAY-INV-CUST-1002-0005,CUST-1002,6232.83,USD,Global Logistics,TR-779436,Full payment for INV-CUST-1002-0005,2024-06-13
PAY-ERR-CUST-1002-112,CUST-1002,375.97,USD,Unknown Entity,TR-ERR-736423,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1002-0007-S0,CUST-1002,17.72,USD,Office Supply Co,TR-943002,Partial payment 1/3 for INV-CUST-1002-0007,2024-06-19
PAY-INV-CUST-1002-0007-S1,CUST-1002,242.82,USD,Office Supply Co,TR-530255,Partial payment 2/3 for INV-CUST-1002-0007,2024-07-05
PAY-INV-CUST-1002-0007-S2,CUST-1002,1468.24,USD,Office Supply Co,TR-616009,Partial payment 3/3 for INV-CUST-1002-0007,2024-06-26
PAY-INV-CUST-1002-0008-S0,CUST-1002,46.04,USD,Global Logistics,TR-729391,Partial payment 1/4 for INV-CUST-1002-0008,2024-03-31
PAY-INV-CUST-1002-0008-S1,CUST-1002,909.85,USD,Global Logistics,TR-885817,Partial payment 2/4 for INV-CUST-1002-0008,2024-03-28
PAY-INV-CUST-1002-0008-S2,CUST-1002,69.69,USD,Global Logistics,TR-812996,Partial payment 3/4 for INV-CUST-1002-0008,2024-04-16
PAY-INV-CUST-1002-0008-S3,CUST-1002,401.66,USD,Global Logistics,TR-465506,Partial payment 4/4 for INV-CUST-1002-0008,2024-04-15
PAY-INV-CUST-1002-0009,CUST-1002,3030.87,USD,Office Supply Co,TR-610379,Full payment for INV-CUST-1002-0009,2024-05-28
PAY-INV-CUST-1002-0010-S0,CUST-1002,1073.12,USD,Steel Fab Inc,TR-705133,Partial payment 1/2 for INV-CUST-1002-0010,2024-02-01
PAY-INV-CUST-1002-0010-S1,CUST-1002,2245.82,USD,Steel Fab Inc,TR-875547,Partial payment 2/2 for INV-CUST-1002-0010,2024-02-21
PAY-INV-CUST-1002-0011,CUST-1002,6439.52,USD,Compute Cloud,TR-658766,Full payment for INV-CUST-1002-0011,2024-02-12
PAY-INV-CUST-1002-0012,CUST-1002,9535.06,USD,Enterprise SaaS,TR-965696,Full payment for INV-CUST-1002-0012,2024-04-27
PAY-INV-CUST-1002-0013,CUST-1002,2474.45,USD,Global Logistics,TR-317203,Full payment for INV-CUST-1002-0013,2024-01-29
PAY-INV-CUST-1002-0014,CUST-1002,2869.14,USD,Global Logistics,TR-563886,Full payment for INV-CUST-1002-0014,2024-04-22
PAY-INV-CUST-1002-0015,CUST-1002,5585.13,USD,Steel Fab Inc,TR-902152,Full payment for INV-CUST-1002-0015,2024-03-07
PAY-INV-CUST-1002-0016-S0,CUST-1002,2069.26,USD,Enterprise SaaS,TR-734991,Partial payment 1/3 for INV-CUST-1002-0016,2024-06-01
PAY-INV-CUST-1002-0016-S1,CUST-1002,246.6,USD,Enterprise SaaS,TR-598753,Partial payment 2/3 for INV-CUST-1002-0016,2024-05-26
PAY-INV-CUST-1002-0016-S2,CUST-1002,10.83,USD,Enterprise SaaS,TR-879977,Partial payment 3/3 for INV-CUST-1002-0016,2024-06-01
PAY-INV-CUST-1002-0017,CUST-1002,8918.95,USD,Compute Cloud,TR-165609,Full payment for INV-CUST-1002-0017,2024-05-05
PAY-ERR-CUST-1002-132,CUST-1002,223.9,USD,Unknown Entity,TR-ERR-100040,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1002-0019,CUST-1002,5271.65,USD,Office Supply Co,TR-680430,Full payment for INV-CUST-1002-0019,2024-04-08
PAY-INV-CUST-1002-0020-S0,CUST-1002,677.68,USD,Enterprise SaaS,TR-920169,Partial payment 1/3 for INV-CUST-1002-0020,2024-03-31
PAY-INV-CUST-1002-0020-S1,CUST-1002,422.36,USD,Enterprise SaaS,TR-174239,Partial payment 2/3 for INV-CUST-1002-0020,2024-03-15
PAY-INV-CUST-1002-0020-S2,CUST-1002,290.9,USD,Enterprise SaaS,TR-330557,Partial payment 3/3 for INV-CUST-1002-0020,2024-03-22
PAY-INV-CUST-1002-0021,CUST-1002,4789.97,USD,Steel Fab Inc,TR-566811,Full payment for INV-CUST-1002-0021,2024-06-20
PAY-INV-CUST-1002-0022,CUST-1002,3464.84,USD,Global Logistics,TR-173170,Full payment for INV-CUST-1002-0022,2024-06-02
PAY-INV-CUST-1002-0023,CUST-1002,771.38,USD,Steel Fab Inc,TR-159504,Full payment for INV-CUST-1002-0023,2024-05-03
PAY-ERR-CUST-1002-140,CUST-1002,408.29,USD,Unknown Entity,TR-ERR-638464,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1002-0025,CUST-1002,9394.11,USD,Enterprise SaaS,TR-565162,Full payment for INV-CUST-1002-0025,2024-05-30
PAY-INV-CUST-1002-0026,CUST-1002,526.01,USD,Compute Cloud,TR-380010,Full payment for INV-CUST-1002-0026,2024-02-14
PAY-INV-CUST-1002-0027,CUST-1002,9243.13,USD,Enterprise SaaS,TR-587294,Full payment for INV-CUST-1002-0027,2024-06-27
PAY-INV-CUST-1002-0028-S0,CUST-1002,2441.72,USD,Steel Fab Inc,TR-363940,Partial payment 1/2 for INV-CUST-1002-0028,2024-03-02
PAY-INV-CUST-1002-0028-S1,CUST-1002,436.09,USD,Steel Fab Inc,TR-612901,Partial payment 2/2 for INV-CUST-1002-0028,2024-03-04
PAY-INV-CUST-1002-0029,CUST-1002,2282.49,USD,Office Supply Co,TR-347031,Full payment for INV-CUST-1002-0029,2024-03-27
PAY-INV-CUST-1002-0031,CUST-1002,7854.81,USD,Steel Fab Inc,TR-826152,Full payment for INV-CUST-1002-0031,2024-03-23
PAY-INV-CUST-1002-0032,CUST-1002,9755.96,USD,Compute Cloud,TR-762195,Full payment for INV-CUST-1002-0032,2024-05-03
PAY-INV-CUST-1002-0033,CUST-1002,9653.28,USD,Steel Fab Inc,TR-555909,Full payment for INV-CUST-1002-0033,2024-07-01
PAY-INV-CUST-1002-0034,CUST-1002,9422.75,USD,Global Logistics,TR-259743,Full payment for INV-CUST-1002-0034,2024-04-17
PAY-ERR-CUST-1002-151,CUST-1002,194.57,USD,Unknown Entity,TR-ERR-774843,Zyxel maintenance fee,2024-02-15
PAY-ERR-CUST-1002-152,CUST-1002,440.79,USD,Unknown Entity,TR-ERR-842041,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1002-0037,CUST-1002,4610.26,USD,Global Logistics,TR-422395,Full payment for INV-CUST-1002-0037,2024-02-05
PAY-INV-CUST-1002-0038-S0,CUST-1002,648.5,USD,Office Supply Co,TR-190676,Partial payment 1/4 for INV-CUST-1002-0038,2024-03-29
PAY-INV-CUST-1002-0038-S1,CUST-1002,830.25,USD,Office Supply Co,TR-846394,Partial payment 2/4 for INV-CUST-1002-0038,2024-03-27
PAY-INV-CUST-1002-0038-S2,CUST-1002,219.46,USD,Office Supply Co,TR-654992,Partial payment 3/4 for INV-CUST-1002-0038,2024-03-16
PAY-INV-CUST-1002-0038-S3,CUST-1002,855.15,USD,Office Supply Co,TR-837820,Partial payment 4/4 for INV-CUST-1002-0038,2024-03-26
PAY-INV-CUST-1002-0039,CUST-1002,5421.78,USD,Global Logistics,TR-896777,Full payment for INV-CUST-1002-0039,2024-05-31
PAY-INV-CUST-1003-0000-S0,CUST-1003,1564.82,USD,Compute Cloud,TR-106892,Partial payment 1/2 for INV-CUST-1003-0000,2024-02-14
PAY-INV-CUST-1003-0000-S1,CUST-1003,759.4,USD,Compute Cloud,TR-432447,Partial payment 2/2 for INV-CUST-1003-0000,2024-02-11
PAY-INV-CUST-1003-0001,CUST-1003,3749.09,USD,Global Logistics,TR-227007,Full payment for INV-CUST-1003-0001,2024-05-05
PAY-INV-CUST-1003-0002,CUST-1003,4678.25,USD,Enterprise SaaS,TR-686706,Full payment for INV-CUST-1003-0002,2024-05-06
PAY-INV-CUST-1003-0003,CUST-1003,2472.74,USD,Office Supply Co,TR-885183,Full payment for INV-CUST-1003-0003,2024-06-10
PAY-INV-CUST-1003-0004,CUST-1003,2645.91,USD,Office Supply Co,TR-255189,Full payment for INV-CUST-1003-0004,2024-03-04
PAY-INV-CUST-1003-0005-S0,CUST-1003,1653.88,USD,Steel Fab Inc,TR-178980,Partial payment 1/2 for INV-CUST-1003-0005,2024-05-11
PAY-INV-CUST-1003-0005-S1,CUST-1003,5113.21,USD,Steel Fab Inc,TR-821420,Partial payment 2/2 for INV-CUST-1003-0005,2024-05-07
PAY-ERR-CUST-1003-167,CUST-1003,169.85,USD,Unknown Entity,TR-ERR-515461,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1003-0007-S0,CUST-1003,1382.63,USD,Enterprise SaaS,TR-881473,Partial payment 1/3 for INV-CUST-1003-0007,2024-02-18
PAY-INV-CUST-1003-0007-S1,CUST-1003,914.58,USD,Enterprise SaaS,TR-361565,Partial payment 2/3 for INV-CUST-1003-0007,2024-02-27
PAY-INV-CUST-1003-0007-S2,CUST-1003,2023.37,USD,Enterprise SaaS,TR-570476,Partial payment 3/3 for INV-CUST-1003-0007,2024-02-15
PAY-INV-CUST-1003-0008,CUST-1003,2645.8,USD,Compute Cloud,TR-562396,Full payment for INV-CUST-1003-0008,2024-03-07
PAY-INV-CUST-1003-0009,CUST-1003,6467.27,USD,Global Logistics,TR-316450,Full payment for INV-CUST-1003-0009,2024-05-02
PAY-INV-CUST-1003-0010,CUST-1003,6226.09,USD,Office Supply Co,TR-645950,Full payment for INV-CUST-1003-0010,2024-01-18
PAY-INV-CUST-1003-0011,CUST-1003,6382.25,USD,Global Logistics,TR-166210,Full payment for INV-CUST-1003-0011,2024-02-17
PAY-INV-CUST-1003-0012,CUST-1003,4636.31,USD,Office Supply Co,TR-203887,Full payment for INV-CUST-1003-0012,2024-05-22
PAY-INV-CUST-1003-0013,CUST-1003,8709.71,USD,Office Supply Co,TR-251700,Full payment for INV-CUST-1003-0013,2024-02-02
PAY-INV-CUST-1003-0014,CUST-1003,7802.7,USD,Office Supply Co,TR-113858,Full payment for INV-CUST-1003-0014,2024-03-09
PAY-INV-CUST-1003-0015-S0,CUST-1003,1859.48,USD,Enterprise SaaS,TR-723786,Partial payment 1/4 for INV-CUST-1003-0015,2024-06-12
PAY-INV-CUST-1003-0015-S1,CUST-1003,2240.06,USD,Enterprise SaaS,TR-611580,Partial payment 2/4 for INV-CUST-1003-0015,2024-06-16
PAY-INV-CUST-1003-0015-S2,CUST-1003,3708.87,USD,Enterprise SaaS,TR-614233,Partial payment 3/4 for INV-CUST-1003-0015,2024-07-03
PAY-INV-CUST-1003-0015-S3,CUST-1003,645.09,USD,Enterprise SaaS,TR-786864,Partial payment 4/4 for INV-CUST-1003-0015,2024-06-21
PAY-INV-CUST-1003-0016,CUST-1003,7996.06,USD,Office Supply Co,TR-398908,Full payment for INV-CUST-1003-0016,2024-05-03
PAY-INV-CUST-1003-0017,CUST-1003,4342.02,USD,Global Logistics,TR-333147,Full payment for INV-CUST-1003-0017,2024-07-08
PAY-INV-CUST-1003-0018,CUST-1003,2470.03,USD,Enterprise SaaS,TR-831051,Full payment for INV-CUST-1003-0018,2024-03-31
PAY-ERR-CUST-1003-185,CUST-1003,384.58,USD,Unknown Entity,TR-ERR-449966,Zyxel maintenance fee,2024-02-15
